3.6	65343
3.605	65247
3.61	65311
3.615	65263
3.62	65263
3.625	65215
3.63	65263
3.635	65263
3.64	65247
3.645	65247
3.65	65295
3.655	65327
3.66	65231
3.665	65295
3.67	65231
3.675	65391
3.68	65247
3.685	65263
3.69	65487
3.695	65343
3.7	65183
3.705	65295
3.71	65247
3.715	65199
3.72	65263
3.725	65311
3.73	65215
3.735	65215
3.74	65295
3.745	65263
3.75	65263
3.755	65199
3.76	65311
3.765	65343
3.77	65247
3.775	65279
3.78	65391
3.785	2464
3.79	2464
3.795	2448
3.8	2464
3.805	2496
3.81	2464
3.815	2480
3.82	2512
3.825	2464
3.83	2496
3.835	2480
3.84	2512
3.845	2384
3.85	2432
3.855	2464
3.86	2464
3.865	2464
3.87	2448
3.875	2528
3.88	2544
3.885	2480
3.89	2480
3.895	2400
3.9	2464
3.905	2480
3.91	2464
3.915	2496
3.92	2608
3.925	2448
3.93	2496
3.935	2464
3.94	2528
3.945	2400
3.95	2432
3.955	2464
3.96	2432
3.965	2480
3.97	2400
3.975	2496
3.98	2432
3.985	2528
3.99	2640
3.995	2464
4.0	2448
4.005	2432
4.01	2432
4.015	2496
4.02	2480
4.025	2464
4.03	2496
4.035	2416
4.04	2448
4.045	2384
4.05	2464
4.055	2448
4.06	2368
4.065	2480
4.07	2432
4.075	65231
4.08	65439
4.085	65343
4.09	65295
4.095	65327
4.1	65231
4.105	65375
4.11	65311
4.115	65231
4.12	65327
4.125	65295
4.13	65311
4.135	65231
4.14	65247
4.145	65247
4.15	65327
4.155	65167
4.16	65231
4.165	65279
4.17	65231
4.175	65359
4.18	65183
4.185	65263
4.19	65167
4.195	65183
4.2	65327
4.205	65231
4.21	65295
4.215	65231
4.22	65167
4.225	65295
4.23	65215
4.235	65247
4.24	65263
4.245	2448
4.25	65311
4.255	65311
4.26	65295
4.265	65295
4.27	65279
4.275	65215
4.28	65231
4.285	65327
4.29	65231
4.295	65311
4.3	65247
4.305	65359
4.31	65343
4.315	65199
4.32	65295
4.325	65231
4.33	65375
4.335	65247
4.34	65247
4.345	65263
4.35	65327
4.355	65279
4.36	65199
4.365	65311
4.37	2496
4.375	65311
4.38	65327
4.385	65391
